agent_id,category,battery_capacity_kwh,battery_power_kw,flex_demand_kwh
127,Consumer,0.0,0.0,6.9527578854295164
128,Solar Prosumer,13.759163616963935,3.7222317879309745,15.966687303361915
129,Solar Prosumer,12.128723453683568,3.3286452658396617,18.056808368424615
130,Consumer,0.0,0.0,17.941365352200258
131,Consumer,0.0,0.0,2.8704679356581724
132,Solar Prosumer,8.149518407071364,3.8462206868683237,18.178044664458035
133,Solar Prosumer,18.423873078128985,4.240981242326203,9.947251531122953
134,Consumer,0.0,0.0,9.83909944638631
135,Consumer,0.0,0.0,15.960959681834066
136,Solar Prosumer,18.627156420889204,7.432975743518244,19.75570334640063
137,Consumer,0.0,0.0,3.80224229003114
138,Solar Prosumer,11.770077514166115,5.853962400837015,10.737459116705633
139,Solar Prosumer,17.652669841216863,3.185638867907125,6.254795742057267
140,Consumer,0.0,0.0,14.251484927920936
141,Solar Prosumer,15.05336964968401,4.103515487640182,9.890503909446565
142,Consumer,0.0,0.0,3.444141431925834
143,Solar Prosumer,8.14678375922626,7.3293864405776965,14.853079313230195
144,Solar Prosumer,10.725324370849458,3.545333952249191,7.903465970101424
145,Consumer,0.0,0.0,10.851013142221271
146,Consumer,0.0,0.0,5.440334393921307
147,Arbitrageur,13.903847567758444,6.739497589953612,5.792989344052179
148,Solar Prosumer,16.36691390207453,6.0745579552999684,6.329807764797392
149,Solar Prosumer,18.837497255660757,7.537602051484648,18.35818192140662
150,Solar Prosumer,12.318025369994498,3.0792966729638107,14.776219605697948
151,Solar Prosumer,6.190849937495923,4.072808326089368,19.778658244003047
152,Consumer,0.0,0.0,23.06381332132059
153,Solar Prosumer,14.360068815903077,3.0301155122169265,6.425043278354297
154,Consumer,0.0,0.0,24.166913835563474
155,Consumer,0.0,0.0,24.426182840143678
156,Arbitrageur,13.041895062603304,5.640216009407097,5.416463229636673
157,Solar Prosumer,9.540171062430796,3.723645945782077,19.888316901013603
158,Consumer,0.0,0.0,12.697422249009431
159,Consumer,0.0,0.0,12.257315150486722
160,Solar Prosumer,4.927681270635343,3.250498223958941,19.466744065491437
161,Consumer,0.0,0.0,11.138771235544256
162,Solar Prosumer,18.76872742070689,3.013725584364694,16.167617254874074
163,Solar Prosumer,18.320939636912478,4.908953491430608,15.028511296328261
164,Solar Prosumer,8.727169563592248,6.850757066257696,12.532681196715078
165,Consumer,0.0,0.0,2.075454613938625
166,Solar Prosumer,10.396502438429367,5.487699971879387,8.11187079542101
167,Consumer,0.0,0.0,5.5328847351698345
168,Solar Prosumer,8.322324271705993,4.528436033868687,14.939380798360114
169,Wind Prosumer,15.621050143059472,6.62239741057571,6.6384985763413615
170,Solar Prosumer,18.19783038824849,5.356858800664601,10.717022826451219
171,Consumer,0.0,0.0,2.3942863442380267
172,Arbitrageur,12.49661069820854,6.372240592308347,3.738980274404683
173,Solar Prosumer,10.963099549948288,6.6167756077442075,14.963414900812616
174,Consumer,0.0,0.0,13.952975197919615
175,Arbitrageur,17.587517707438682,5.061994367620358,2.0950933698619605
176,Consumer,0.0,0.0,13.62177682896816
177,Consumer,0.0,0.0,13.584130441846048
178,Consumer,0.0,0.0,3.04056203336067
179,Consumer,0.0,0.0,7.590266916748436
180,Consumer,0.0,0.0,2.2316270607334694
181,Solar Prosumer,18.358676759575264,7.960767402623506,6.0478385237771635
182,Consumer,0.0,0.0,23.900693386178027
183,Solar Prosumer,10.513830068949334,5.660756735942078,9.684756270228462
184,Solar Prosumer,14.401750260137003,6.645625892463219,12.597276406125376
185,Consumer,0.0,0.0,10.453919253559636
186,Solar Prosumer,5.745787067100087,6.04786755790215,8.720027060889647
187,Solar Prosumer,8.472674054454652,5.458207004302454,17.94742557624592
188,Consumer,0.0,0.0,6.418536676932704
189,Wind Prosumer,9.22972607017115,6.327013792311854,9.873673566395297
190,Wind Prosumer,21.694878406881294,4.577487113814437,6.7734052995778695
191,Consumer,0.0,0.0,17.209262923583857
192,Consumer,0.0,0.0,2.370330755074555
193,Consumer,0.0,0.0,22.119948336940986
194,Arbitrageur,17.661449058930433,6.998371553387398,5.469951842917715
195,Solar Prosumer,13.61548517942201,6.305288232136771,9.758936909699258
196,Solar Prosumer,13.729786324461069,6.640750163858193,14.032679885406539
197,Solar Prosumer,7.090628391307021,5.338256802640653,8.8704339677454
198,Solar Prosumer,14.804672130597368,7.130860446329596,9.80744903127389
199,Solar Prosumer,13.766495965868573,5.201461563476996,16.242982476301233
200,Consumer,0.0,0.0,13.516632599599314
201,Solar Prosumer,19.05404906782902,4.641447987480647,6.321993626104135
202,Wind Prosumer,16.337092627166857,6.9114832526970496,5.977732105709648
203,Arbitrageur,19.259320413905687,5.40274503733306,4.52943171841671
204,Solar Prosumer,7.93664134248753,5.453229336618934,12.833540409740845
205,Solar Prosumer,6.9267244650254245,5.175944431533304,13.298746128134173
206,Solar Prosumer,16.245795102507508,7.252607544804963,10.948535471557769
207,Consumer,0.0,0.0,15.282065436872799
208,Consumer,0.0,0.0,17.437221679573952
209,Solar Prosumer,14.74157746488283,7.222194253910212,9.30523110090931
210,Arbitrageur,13.337065300000827,6.44683817950584,3.5937624642299193
211,Solar Prosumer,7.058699425981116,7.599796937422328,6.21219255284929
212,Solar Prosumer,10.711304087150832,3.660749550392822,6.5960495683503275
213,Consumer,0.0,0.0,18.67875864266243
214,Consumer,0.0,0.0,14.229000473487014
215,Solar Prosumer,16.899019978877977,4.516560648452373,6.563099897888717
216,Solar Prosumer,4.759976710454877,6.292553315587924,6.710633801283654
217,Consumer,0.0,0.0,15.800461197269573
218,Wind Prosumer,13.889851337271724,5.203088830628156,6.377365520468245
219,Consumer,0.0,0.0,20.380640997136762
220,Wind Prosumer,11.484649911428958,6.315519939685137,10.679109813444933
221,Solar Prosumer,8.981149556720291,7.921318833148856,13.504755098253648
222,Consumer,0.0,0.0,23.05779221037622
223,Consumer,0.0,0.0,4.692641976613576
224,Arbitrageur,17.901834586202348,5.776843849383569,4.643173902125795
225,Consumer,0.0,0.0,13.079473858642062
226,Solar Prosumer,17.443955926107503,7.407344610920781,9.443890965495582
227,Solar Prosumer,17.840549058211685,7.4959069897792245,16.33019121957466
228,Solar Prosumer,19.833090844731018,4.927509363955307,13.869302910435804
229,Wind Prosumer,21.234334895515126,4.510361855814896,11.802665231119846
230,Consumer,0.0,0.0,11.25737950097535
231,Consumer,0.0,0.0,11.609673999080172
232,Consumer,0.0,0.0,16.37546076173938
233,Consumer,0.0,0.0,15.940830862420333
234,Consumer,0.0,0.0,2.1134883711591335
235,Consumer,0.0,0.0,2.7557541035919515
236,Solar Prosumer,14.200425843502712,6.580048770474556,8.827510016861398
237,Consumer,0.0,0.0,13.207780688155399
238,Consumer,0.0,0.0,18.556100333263565
239,Consumer,0.0,0.0,19.40555954891073
240,Consumer,0.0,0.0,18.72303838264447
241,Consumer,0.0,0.0,16.86598790209483
242,Solar Prosumer,19.537587399985405,5.880919166648555,6.871030594882191
243,Solar Prosumer,13.817127382524866,4.651210541357594,8.230608890045529
244,Solar Prosumer,10.46124229896876,4.210450530143396,6.071432240662249
245,Consumer,0.0,0.0,3.2502496158444263
246,Wind Prosumer,17.98767304764383,5.040207937486814,7.23289265196691
247,Solar Prosumer,18.220960414031367,3.135820327841339,15.514082201315356
248,Solar Prosumer,16.35070015009712,3.7247753464355395,17.65141832959384
249,Solar Prosumer,17.580730635782153,6.04124751948413,9.868726848540117
250,Consumer,0.0,0.0,9.70223216142994
251,Consumer,0.0,0.0,15.09386865549347
252,Arbitrageur,14.281116398368924,6.741328951848857,2.9809163880840472
253,Consumer,0.0,0.0,10.401272178705153
254,Consumer,0.0,0.0,12.137878632878234
255,Solar Prosumer,19.468890360015024,7.584273529330457,8.617086144987224
256,Consumer,0.0,0.0,18.742611891589593
257,Solar Prosumer,8.47948623926905,7.120520158344425,14.03510493901066
258,Consumer,0.0,0.0,5.470158438110937
259,Consumer,0.0,0.0,14.117884032827506
260,Consumer,0.0,0.0,20.017958810496253
261,Solar Prosumer,11.185087249455227,5.731842693613623,17.154531999165414
262,Solar Prosumer,17.48424216822035,5.701281956008288,7.024608243078041
263,Arbitrageur,16.71568990191244,5.982484712120339,3.5116471593420004
264,Solar Prosumer,10.368096459785194,6.431516923158482,14.515689099356909
265,Solar Prosumer,14.863182345678524,6.001858311748966,7.190832560914934
266,Solar Prosumer,6.758634096566235,6.743761720292919,12.876918133680869
267,Consumer,0.0,0.0,23.62605987164185
268,Consumer,0.0,0.0,12.60017981336535
269,Solar Prosumer,18.314153312798084,5.624228318855064,19.328818423653104
270,Consumer,0.0,0.0,18.288788339131134
271,Solar Prosumer,8.402879700596733,4.119740955833276,11.533616571440724
272,Solar Prosumer,10.86048534509351,6.583969430478113,8.147227356776447
273,Consumer,0.0,0.0,24.504138146877317
274,Solar Prosumer,12.882477185879608,6.445759795688327,18.13651094060884
275,Consumer,0.0,0.0,15.82138406233378
276,Solar Prosumer,19.650235011440603,6.462383512665735,15.977728400377563
277,Solar Prosumer,17.42559610067159,6.440316628873585,9.86959033369861
278,Consumer,0.0,0.0,13.888277584957338
279,Wind Prosumer,20.004086840690306,5.267588764322644,6.758332145931058
280,Consumer,0.0,0.0,18.627369961097607
281,Arbitrageur,19.912591463724983,5.15433507931642,2.034331907677649
282,Solar Prosumer,4.956859826644633,4.4342187750654904,10.576247059013156
283,Solar Prosumer,19.757613251461944,4.289444896057758,16.182257829791148
284,Solar Prosumer,9.827874961727915,3.786442821576982,18.45397810500952
285,Solar Prosumer,9.867085254481903,3.823742249040037,13.531212173502734
286,Solar Prosumer,8.61312161338319,7.578401897428624,16.848394084777027
287,Solar Prosumer,8.177328685189051,7.29700146552209,14.022945016583636
288,Consumer,0.0,0.0,20.377565705264963
289,Consumer,0.0,0.0,9.152199063721598
290,Wind Prosumer,8.454642531266119,6.615369609130971,10.862382924960743
291,Consumer,0.0,0.0,10.560380060347793
292,Consumer,0.0,0.0,22.501750000567064
293,Consumer,0.0,0.0,10.97666161416156
294,Consumer,0.0,0.0,12.78532998492277
295,Wind Prosumer,9.428003055156065,5.089215934785987,7.785382414771238
296,Solar Prosumer,5.0735901744700875,5.5734827690607105,7.495692818646409
297,Consumer,0.0,0.0,20.609494031235137
298,Solar Prosumer,8.285437426885357,3.7361858677260424,6.792829360178075
299,Wind Prosumer,10.70133757649361,4.865567405682486,6.326552425996272
300,Solar Prosumer,8.876217044303058,6.972519420312309,6.903558169740886
301,Consumer,0.0,0.0,12.070625206655938
302,Consumer,0.0,0.0,19.21907059494362
303,Wind Prosumer,15.519932495389664,6.806017387961843,5.859247575350945
304,Solar Prosumer,14.427817985078663,3.929021494592946,8.881553006254094
305,Consumer,0.0,0.0,10.542932832328358
306,Solar Prosumer,5.951925839904817,6.836653056529241,14.02925261955688
307,Consumer,0.0,0.0,4.796138881718839
308,Solar Prosumer,7.788289515802038,7.5219070505088155,7.944834760446337
309,Consumer,0.0,0.0,6.257574991974897
310,Solar Prosumer,16.608717065834494,7.5492880842205725,15.31558129929388
311,Consumer,0.0,0.0,19.07703579394391
312,Solar Prosumer,12.931020735714508,5.0609325052663445,9.853498111938844
313,Solar Prosumer,10.985925947064347,5.676647586652791,7.36505760017958
314,Consumer,0.0,0.0,21.80987326474214
315,Solar Prosumer,17.568000579234976,3.6800881970132178,9.736779033368665
316,Consumer,0.0,0.0,16.987343421253605
317,Consumer,0.0,0.0,18.19647635406942
318,Consumer,0.0,0.0,8.158942052256224
319,Consumer,0.0,0.0,8.409724610735745
320,Consumer,0.0,0.0,17.2386040395322
321,Solar Prosumer,12.812515252323657,7.8720595944915,15.991450704336378
322,Solar Prosumer,14.55281629298588,6.45864752940594,14.386514390516822
323,Consumer,0.0,0.0,22.11275645650392
324,Consumer,0.0,0.0,23.129906766600907
325,Consumer,0.0,0.0,16.599886138323022
326,Solar Prosumer,10.00949834016556,6.364160970196115,17.207768075677155
327,Consumer,0.0,0.0,4.958350742316707
328,Consumer,0.0,0.0,21.986450289374986
329,Solar Prosumer,17.023469968970804,6.856619252454836,17.53431954623894
330,Consumer,0.0,0.0,16.220886087788223
331,Solar Prosumer,19.08015376784423,7.3135087849040605,9.108003037843124
332,Solar Prosumer,17.18869166127685,3.5578062841140192,18.924675836530177
333,Consumer,0.0,0.0,23.34884954779433
334,Consumer,0.0,0.0,17.281479620762532
335,Consumer,0.0,0.0,16.819041525975415
336,Consumer,0.0,0.0,18.584894461542856
337,Consumer,0.0,0.0,12.77368779880324
338,Consumer,0.0,0.0,11.135991996702753
339,Consumer,0.0,0.0,11.773863054602481
340,Solar Prosumer,12.173276570191938,6.1045632218368215,11.620550117572414
341,Consumer,0.0,0.0,11.220292379251223
342,Consumer,0.0,0.0,20.467018748079767
343,Solar Prosumer,18.28730085999807,5.796857644794045,14.269467094383765
344,Solar Prosumer,4.656977724975146,3.9147422743341176,10.471535552799288
345,Solar Prosumer,14.235942823761436,7.73534493069221,18.496027812111397
346,Solar Prosumer,15.108604180006934,6.639247443888623,7.450353895039017
347,Solar Prosumer,18.495091254603068,4.303771406391679,17.974332296438355
348,Solar Prosumer,15.95047706014302,6.04303402598773,7.882771744887554
349,Wind Prosumer,18.30383599872733,5.882877671447644,8.677336364721825
350,Solar Prosumer,13.688422040009122,4.954342232751106,16.24243585707765
351,Arbitrageur,13.516835297400394,6.1759379517039035,4.157357075222285
352,Consumer,0.0,0.0,23.5023363794956
353,Solar Prosumer,8.248382079866033,4.917041467410976,8.547968878721111
354,Solar Prosumer,8.698890656320687,7.00324489580107,15.700362905941372
355,Consumer,0.0,0.0,11.006884008277117
356,Arbitrageur,14.132376222319483,6.665997059436636,5.4601005038908745
357,Solar Prosumer,9.596513354189709,5.530070886349149,12.950202942170097
358,Consumer,0.0,0.0,8.241237466127231
359,Consumer,0.0,0.0,23.101269585369824
360,Wind Prosumer,8.490534888016162,5.688594007431814,8.38712011002995
361,Solar Prosumer,11.43635362347882,3.1827922285287764,7.230187015423634
362,Solar Prosumer,19.963358230218024,4.379064683608702,7.904837878778605
363,Solar Prosumer,8.609096514486358,5.0573542761794945,10.417520476425329
364,Consumer,0.0,0.0,21.26819610764685
365,Solar Prosumer,13.6742528699211,5.254649232482981,12.216206437477439
366,Solar Prosumer,6.001426107454963,4.997517850891765,18.527660848134055
367,Consumer,0.0,0.0,21.024201409054317
368,Consumer,0.0,0.0,19.843279124653755
369,Consumer,0.0,0.0,21.239620650716013
370,Solar Prosumer,17.747942755526147,4.836600032630692,17.560017749069424
371,Solar Prosumer,6.420156087645381,4.8793505643839765,13.24092144351403
372,Solar Prosumer,15.949104453809735,5.942847240175807,18.017046612254887
373,Consumer,0.0,0.0,2.064102378496649
374,Solar Prosumer,19.561392152318504,7.949796157166068,15.05026139178422
375,Arbitrageur,14.020349143139432,6.149463933797046,4.9470268565741815
376,Consumer,0.0,0.0,3.687501563556164
377,Solar Prosumer,15.288125335749424,7.705892878165577,9.889449068730977
378,Consumer,0.0,0.0,4.017824032586317
379,Consumer,0.0,0.0,7.558568413669523
380,Consumer,0.0,0.0,2.29076037399109
381,Wind Prosumer,17.266750327617263,5.972018828104368,6.360972598474255
382,Consumer,0.0,0.0,3.524334897570924
383,Consumer,0.0,0.0,9.995971229707344
384,Solar Prosumer,9.84993818561251,3.90502681854002,6.402353228272544
385,Solar Prosumer,8.335982025011376,3.2258222251081894,15.863323859089242
386,Solar Prosumer,13.579738741040941,5.689854551325032,11.107930926609118
387,Solar Prosumer,5.448501180298244,5.871710240273286,16.469561987319054
388,Consumer,0.0,0.0,12.936125197894745
389,Consumer,0.0,0.0,7.317641005510661
390,Solar Prosumer,4.050798588611732,7.609116525496341,7.556716256487178
391,Solar Prosumer,8.352474193087598,3.912093819872881,8.474368973265715
392,Wind Prosumer,14.472396076288526,5.738416365225673,6.752247128764537
393,Consumer,0.0,0.0,15.259529026241765
394,Solar Prosumer,7.85528556070607,3.6031221611062874,7.793098809696443
395,Arbitrageur,12.173896633949028,5.090834635991839,3.8296821790857134
396,Consumer,0.0,0.0,4.924882338605732
397,Consumer,0.0,0.0,24.018044473689148
398,Consumer,0.0,0.0,20.897859808141995
399,Consumer,0.0,0.0,21.88084214618502
400,Solar Prosumer,14.12440940596456,3.073828836547488,18.60636966374873
401,Solar Prosumer,10.878166231980225,6.876974379024699,6.44965849976035
402,Solar Prosumer,17.836450156566684,7.917541420973352,12.389661052718136
403,Consumer,0.0,0.0,9.54553188328524
404,Consumer,0.0,0.0,10.092505840392292
405,Consumer,0.0,0.0,7.8782187796307275
406,Consumer,0.0,0.0,4.592057909771944
407,Consumer,0.0,0.0,6.6062468075524
408,Consumer,0.0,0.0,8.571463772594461
409,Consumer,0.0,0.0,14.653641014284814
410,Consumer,0.0,0.0,15.715474909406485
411,Consumer,0.0,0.0,6.147280279752544
412,Solar Prosumer,10.630825459072637,6.494491214729899,19.34462736876025
413,Consumer,0.0,0.0,20.717176593752722
414,Consumer,0.0,0.0,14.12194069568389
415,Solar Prosumer,11.496817081467738,4.15411943446556,18.222518935891983
416,Consumer,0.0,0.0,15.483526052257874
417,Solar Prosumer,6.7033813810163405,5.51715519074588,6.1414888740578
418,Wind Prosumer,9.237118792638778,5.357273998392801,8.440794837383972
419,Consumer,0.0,0.0,15.129937257748574
420,Solar Prosumer,18.485849889574425,3.0723080434302292,14.416278434512964
421,Consumer,0.0,0.0,14.767424993082969
422,Wind Prosumer,10.291258110598381,6.509919331983833,7.216962097979542
423,Consumer,0.0,0.0,14.708193269361285
424,Solar Prosumer,10.28858641196914,7.748551499921096,15.712911527141436
425,Solar Prosumer,19.570399743833086,7.329714045015879,6.63474123855042
426,Wind Prosumer,15.598599249683666,6.322301149963715,9.397848171488985
427,Wind Prosumer,8.733094971233816,6.909076598345666,11.28363380684744
428,Consumer,0.0,0.0,3.6418280750814436
429,Solar Prosumer,13.490895410152888,6.799548028484442,18.335434063247007
430,Solar Prosumer,17.889521207545712,7.922958009930895,17.820114423453873
431,Wind Prosumer,18.295362778270956,6.08997235198082,6.9149217923612
432,Consumer,0.0,0.0,5.851121012612907
433,Wind Prosumer,13.363819256192127,6.627837367665197,7.996083770317475
434,Consumer,0.0,0.0,2.5968375311468535
435,Consumer,0.0,0.0,16.16933049848414
436,Solar Prosumer,8.556700314198538,7.144867479767283,19.903593955105986
437,Solar Prosumer,18.96007508917925,4.578689893763768,15.47845364847323
438,Consumer,0.0,0.0,2.8539865820964274
439,Consumer,0.0,0.0,3.454459938204363
440,Consumer,0.0,0.0,14.142657971725095
441,Consumer,0.0,0.0,6.667096982842992
442,Consumer,0.0,0.0,2.8720957386949393
443,Consumer,0.0,0.0,5.222777882775968
444,Consumer,0.0,0.0,24.03831051558206
445,Consumer,0.0,0.0,3.4559830390681157
446,Consumer,0.0,0.0,23.45670340818329
447,Consumer,0.0,0.0,19.294796322842323
448,Solar Prosumer,9.293272605358887,7.099254843295293,7.786441825991228
449,Consumer,0.0,0.0,22.227926118734207
450,Consumer,0.0,0.0,15.431510036283406
451,Solar Prosumer,12.49162434993909,3.8334348856674585,19.29143427585964
452,Solar Prosumer,14.356233584155746,3.8137133861431,12.434637746412456
453,Consumer,0.0,0.0,18.152163550782983
454,Solar Prosumer,16.94212747138371,6.673297178133126,19.12664815412596
455,Consumer,0.0,0.0,4.39843902977738
456,Consumer,0.0,0.0,19.65537047652871
457,Consumer,0.0,0.0,7.783006443907155
458,Consumer,0.0,0.0,9.060373295919158
459,Solar Prosumer,14.80841583033913,6.459668153830151,18.27980326671298
460,Consumer,0.0,0.0,7.7953905710347335
461,Consumer,0.0,0.0,6.234041375784604
462,Solar Prosumer,17.01835189032031,4.09652044705115,13.647594928942311
463,Consumer,0.0,0.0,3.9688717280608268
464,Solar Prosumer,15.238622558975171,7.837478200392329,9.092852856675037
465,Solar Prosumer,11.134262521462505,5.601910650627259,14.087783809499115
466,Consumer,0.0,0.0,16.306657049197163
467,Arbitrageur,11.913598547849924,5.254755588556721,2.054687464133345
468,Consumer,0.0,0.0,18.09293076652937
469,Consumer,0.0,0.0,22.33036487547132
470,Consumer,0.0,0.0,19.92437290579908
471,Solar Prosumer,17.179762729117783,3.4907889484865136,7.925865721724357
472,Wind Prosumer,17.08519552636593,6.37350702175307,10.550093743740165
